40,0,1,1,3,1,2,2
0,31,7,4,2,1,1,4
2,3,27,0,0,1,2,15
1,1,1,33,11,1,0,2
1,6,2,6,24,7,2,2
2,0,4,1,2,37,0,4
4,1,2,0,4,4,33,2
1,3,9,0,0,3,0,34
